23, 16, 1, 1, 17, 37, 50, 18, 33, 35, 27, 23, 35, 52, 27, 33, 1, 0, 38, 27, 45, 23, 60, 52, 0
31, 2, 38, 27, 60, 23, 1, 24, 23, 49, 1, 52, 53, 17, 23, 0, 2, 53, 38, 2, 32, 2, 23, 52, 60
14, 23, 38, 31, 23, 27, 33, 2, 45, 50, 49, 1, 52, 53, 17, 23, 45, 38, 2, 53, 17, 23, 52, 60, 23
13, 52, 27, 23, 27, 33, 2, 23, 60, 52, 59, 2, 0, 31, 53, 52, 38, 27, 45, 64, 23, 49, 33, 38, 53
2, 23, 38, 27, 23, 49, 2, 0, 2, 50, 49, 33, 1, 53, 2, 60, 1, 10, 2, 64, 23, 49, 2, 23, 10
38, 16, 33, 27, 23, 16, 52, 2, 60, 60, 23, 27, 33, 2, 45, 23, 0, 2, 53, 38, 2, 32, 2, 17, 23
52, 60, 23, 33, 52, 10, 35, 24, 2, 53, 45, 54, 50, 13, 52, 27, 23, 27, 33, 2, 45, 23, 27, 33, 38
24, 25, 23, 49, 2, 23, 35, 0, 2, 23, 27, 1, 1, 23, 17, 2, 35, 0, 14, 23, 27, 33, 2, 23, 53
2, 35, 24, 24, 2, 60, 60, 23, 27, 33, 35, 27, 50, 35, 31, 31, 53, 38, 63, 27, 60, 23, 52, 60, 64
23, 27, 33, 2, 23, 1, 13, 62, 2, 63, 27, 23, 1, 31, 23, 1, 52, 0, 23, 10, 38, 60, 2, 0, 45
64, 23, 38, 60, 23, 35, 60, 23, 35, 24, 50, 38, 24, 32, 2, 24, 27, 1, 0, 45, 23, 27, 1, 23, 59
35, 0, 27, 38, 63, 52, 53, 35, 0, 38, 60, 2, 23, 27, 33, 2, 38, 0, 23, 35, 13, 52, 24, 17, 35
24, 63, 2, 54, 23, 1, 52, 0, 50, 60, 52, 31, 31, 2, 0, 35, 24, 63, 2, 23, 38, 60, 23, 35, 23
16, 35, 38, 24, 23, 27, 1, 23, 27, 33, 2, 10, 23, 4, 2, 27, 23, 52, 60, 23, 0, 2, 32, 2, 24
16, 2, 23, 27, 33, 38, 60, 23, 49, 38, 27, 33, 50, 1, 52, 0, 23, 59, 38, 25, 2, 60, 64, 23, 2
0, 2, 23, 49, 2, 23, 13, 2, 63, 1, 10, 2, 23, 0, 35, 25, 2, 60, 14, 23, 31, 1, 0, 23, 27
33, 2, 23, 16, 1, 17, 60, 23, 25, 24, 1, 49, 23, 39, 50, 60, 59, 2, 35, 25, 23, 27, 33, 38, 60
23, 38, 24, 23, 33, 52, 24, 16, 2, 0, 23, 31, 1, 0, 23, 13, 0, 2, 35, 17, 64, 23, 24, 1, 27
23, 38, 24, 23, 27, 33, 38, 0, 60, 27, 23, 31, 1, 0, 23, 0, 2, 32, 2, 24, 16, 2, 37, 50, 50
3, 2, 63, 1, 24, 17, 23, 7, 38, 27, 38, 36, 2, 24, 14, 50, 18, 1, 52, 53, 17, 23, 45, 1, 52
23, 59, 0, 1, 63, 2, 2, 17, 23, 2, 60, 59, 2, 63, 38, 35, 53, 53, 45, 23, 35, 16, 35, 38, 24
60, 27, 23, 7, 35, 38, 52, 60, 23, 48, 35, 0, 63, 38, 52, 60, 42, 50, 50, 15, 53, 53, 14, 50, 15
16, 35, 38, 24, 60, 27, 23, 33, 38, 10, 23, 31, 38, 0, 60, 27, 14, 23, 33, 2, 9, 60, 23, 35, 23
32, 2, 0, 45, 23, 17, 1, 16, 23, 27, 1, 23, 27, 33, 2, 23, 63, 1, 10, 10, 1, 24, 35, 53, 27
45, 37, 50, 50, 3, 2, 63, 1, 24, 17, 23, 7, 38, 27, 38, 36, 2, 24, 14, 50, 7, 1, 24, 60, 38
17, 2, 0, 23, 45, 1, 52, 23, 49, 33, 35, 27, 23, 60, 2, 0, 32, 38, 63, 2, 60, 23, 33, 2, 23
33, 35, 60, 23, 17, 1, 24, 2, 23, 31, 1, 0, 23, 33, 38, 60, 23, 63, 1, 52, 24, 27, 0, 45, 42
50, 50, 58, 38, 0, 60, 27, 23, 7, 38, 27, 38, 36, 2, 24, 14, 50, 11, 2, 0, 45, 23, 49, 2, 53
53, 54, 23, 35, 24, 17, 23, 63, 1, 52, 53, 17, 23, 13, 2, 23, 63, 1, 24, 27, 2, 24, 27, 23, 27
1, 23, 16, 38, 32, 2, 23, 33, 38, 10, 23, 16, 1, 1, 17, 50, 0, 2, 59, 1, 0, 27, 23, 31, 1
0, 27, 64, 23, 13, 52, 27, 23, 27, 33, 35, 27, 23, 33, 2, 23, 59, 35, 45, 60, 23, 33, 38, 10, 60
2, 53, 31, 23, 49, 38, 27, 33, 23, 13, 2, 38, 24, 16, 23, 59, 0, 1, 52, 17, 37, 50, 50, 3, 2
63, 1, 24, 17, 23, 7, 38, 27, 38, 36, 2, 24, 14, 50, 12, 35, 45, 64, 23, 13, 52, 27, 23, 60, 59
2, 35, 25, 23, 24, 1, 27, 23, 10, 35, 53, 38, 63, 38, 1, 52, 60, 53, 45, 37, 50, 50, 58, 38, 0
60, 27, 23, 7, 38, 27, 38, 36, 2, 24, 14, 50, 39, 23, 60, 35, 45, 23, 52, 24, 27, 1, 23, 45, 1
52, 64, 23, 49, 33, 35, 27, 23, 33, 2, 23, 33, 35, 27, 33, 23, 17, 1, 24, 2, 23, 31, 35, 10, 1
52, 60, 53, 45, 64, 23, 33, 2, 23, 17, 38, 17, 50, 38, 27, 23, 27, 1, 23, 27, 33, 35, 27, 23, 2
24, 17, 14, 23, 27, 33, 1, 52, 16, 33, 23, 60, 1, 31, 27, 6, 63, 1, 24, 60, 63, 38, 2, 24, 63
2, 17, 23, 10, 2, 24, 23, 63, 35, 24, 23, 13, 2, 50, 63, 1, 24, 27, 2, 24, 27, 23, 27, 1, 23
60, 35, 45, 23, 38, 27, 23, 49, 35, 60, 23, 31, 1, 0, 23, 33, 38, 60, 23, 63, 1, 52, 24, 27, 0
45, 23, 33, 2, 23, 17, 38, 17, 23, 38, 27, 23, 27, 1, 50, 59, 53, 2, 35, 60, 2, 23, 33, 38, 60
23, 10, 1, 27, 33, 2, 0, 23, 35, 24, 17, 23, 27, 1, 23, 13, 2, 23, 59, 35, 0, 27, 53, 45, 23
59, 0, 1, 52, 17, 54, 23, 49, 33, 38, 63, 33, 23, 33, 2, 50, 38, 60, 64, 23, 2, 32, 2, 24, 23
27, 38, 53, 53, 23, 27, 33, 2, 23, 35, 53, 27, 38, 27, 52, 17, 2, 23, 1, 31, 23, 33, 38, 60, 23
32, 38, 0, 27, 52, 2, 37, 50, 50, 3, 2, 63, 1, 24, 17, 23, 7, 38, 27, 38, 36, 2, 24, 14, 50
18, 33, 35, 27, 23, 33, 2, 23, 63, 35, 24, 24, 1, 27, 23, 33, 2, 53, 59, 23, 38, 24, 23, 33, 38
60, 23, 24, 35, 27, 52, 0, 2, 64, 23, 45, 1, 52, 23, 35, 63, 63, 1, 52, 24, 27, 23, 35, 50, 32
38, 63, 2, 23, 38, 24, 23, 33, 38, 10, 37, 23, 51, 1, 52, 23, 10, 52, 60, 27, 23, 38, 24, 23, 24
1, 23, 49, 35, 45, 23, 60, 35, 45, 23, 33, 2, 23, 38, 60, 23, 63, 1, 32, 2, 27, 1, 52, 60, 37
50, 50, 58, 38, 0, 60, 27, 23, 7, 38, 27, 38, 36, 2, 24, 14, 50, 39, 31, 23, 39, 23, 10, 52, 60
27, 23, 24, 1, 27, 64, 23, 39, 23, 24, 2, 2, 17, 23, 24, 1, 27, 23, 13, 2, 23, 13, 35, 0, 0
2, 24, 23, 1, 31, 23, 35, 63, 63, 52, 60, 35, 27, 38, 1, 24, 60, 54, 50, 33, 2, 23, 33, 35, 27
33, 23, 31, 35, 52, 53, 27, 60, 64, 23, 49, 38, 27, 33, 23, 60, 52, 0, 59, 53, 52, 60, 64, 23, 27
1, 23, 27, 38, 0, 2, 23, 38, 24, 23, 0, 2, 59, 2, 27, 38, 27, 38, 1, 24, 37, 50, 18, 33, 35
27, 23, 60, 33, 1, 52, 27, 60, 23, 35, 0, 2, 23, 27, 33, 2, 60, 2, 42, 23, 66, 33, 2, 23, 1
27, 33, 2, 0, 23, 60, 38, 17, 2, 23, 1, 9, 23, 27, 33, 2, 23, 63, 38, 27, 45, 50, 38, 60, 23
0, 38, 60, 2, 24, 14, 23, 49, 33, 45, 23, 60, 27, 35, 45, 23, 49, 2, 23, 59, 0, 35, 27, 38, 24
16, 23, 33, 2, 0, 2, 42, 23, 27, 1, 23, 27, 33, 2, 23, 7, 35, 59, 38, 27, 1, 53, 43, 50, 50
15, 53, 53, 14, 50, 7, 1, 10, 2, 64, 23, 63, 1, 10, 2, 37, 50, 50, 58, 38, 0, 60, 27, 23, 7
38, 27, 38, 36, 2, 24, 14, 50, 3, 1, 31, 27, 43, 23, 49, 33, 1, 23, 63, 1, 10, 2, 60, 23, 33
2, 0, 2, 42, 50, 50, 3, 2, 63, 1, 24, 17, 23, 7, 38, 27, 38, 36, 2, 24, 14, 50, 18, 1, 0
27, 33, 45, 23, 48, 2, 24, 2, 24, 38, 52, 60, 23, 15, 16, 0, 38, 59, 59, 35, 54, 23, 1, 24, 2
23, 27, 33, 35, 27, 23, 33, 35, 27, 33, 23, 35, 53, 49, 35, 45, 60, 23, 53, 1, 32, 2, 17, 50, 27
33, 2, 23, 59, 2, 1, 59, 53, 2, 37, 50, 50, 58, 38, 0, 60, 27, 23, 7, 38, 27, 38, 36, 2, 24
14, 50, 8, 2, 9, 60, 23, 1, 24, 2, 23, 33, 1, 24, 2, 60, 27, 23, 2, 24, 1, 52, 16, 33, 14
23, 49, 1, 52, 53, 17, 23, 35, 53, 53, 23, 27, 33, 2, 23, 0, 2, 60, 27, 23, 49, 2, 0, 2, 23
60, 1, 43, 50, 50, 48, 30, 12, 30, 12, 39, 34, 3, 14, 50, 18, 33, 35, 27, 23, 49, 1, 0, 25, 9
60, 64, 23, 10, 45, 23, 63, 1, 52, 24, 27, 0, 45, 10, 2, 24, 64, 23, 38, 24, 23, 33, 35, 24, 17
42, 23, 49, 33, 2, 0, 2, 23, 16, 1, 23, 45, 1, 52, 50, 18, 38, 27, 33, 23, 13, 35, 27, 60, 23
35, 24, 17, 23, 63, 53, 52, 13, 60, 42, 23, 66, 33, 2, 23, 10, 35, 27, 27, 2, 0, 42, 23, 60, 59
2, 35, 25, 64, 23, 39, 23, 59, 0, 35, 45, 23, 45, 1, 52, 37, 50, 50, 58, 38, 0, 60, 27, 23, 7
38, 27, 38, 36, 2, 24, 14, 50, 56, 52, 0, 23, 13, 52, 60, 38, 24, 2, 60, 60, 23, 38, 60, 23, 24
1, 27, 23, 52, 24, 25, 24, 1, 49, 24, 23, 27, 1, 23, 27, 33, 2, 23, 60, 2, 24, 35, 27, 2, 54
23, 27, 33, 2, 45, 23, 33, 35, 32, 2, 50, 33, 35, 17, 23, 38, 24, 25, 53, 38, 24, 16, 23, 27, 33
38, 60, 23, 31, 1, 0, 27, 24, 38, 16, 33, 27, 23, 49, 33, 35, 27, 23, 49, 2, 23, 38, 24, 27, 2
24, 17, 23, 27, 1, 23, 17, 1, 64, 50, 49, 33, 38, 63, 33, 23, 24, 1, 49, 23, 49, 2, 9, 53, 53
23, 60, 33, 1, 49, 23, 9, 2, 10, 23, 38, 24, 23, 17, 2, 2, 17, 60, 37, 23, 66, 33, 2, 45, 23
60, 35, 45, 23, 59, 1, 1, 0, 50, 60, 52, 38, 27, 1, 0, 60, 23, 33, 35, 32, 2, 23, 60, 27, 0
1, 24, 16, 23, 13, 0, 2, 35, 27, 33, 60, 14, 23, 27, 33, 2, 45, 23, 60, 33, 35, 53, 53, 23, 25
